index,xindex,yindex,ComputedRawWantedStageX(pulse),ComputedRawWantedStageY(pulse),AdjByCalibDataWantedStageX(pulse),AdjByCalibDataWantedStageY(pulse),ResultReadBackStageX(pulse),ResultReadBackStageY(pulse),foundX(pulse),foundY(pulse),CompMinusAdjX(pulse),CompMinusAdjY(pulse),ResultMinusFoundX(pulse),ResultMinusFoundY(pulse),AdjMinusFoundX(pulse),AdjMinusFoundY(pulse),flagsX(pulse),flagsY(pulse),encoderX,encoderY,case,fx,fy,umx,umy,xrate,yrate,xminus,yminus,xi0po,xi0mo,xi1po,xi1mo,yi0po,yi0mo,yi1po,yi1mo,xi0,xi1,yi0,yi1,x00,x10,y00,y01,fromX,fromY,TempCh1,TempCh2,TempCh3,TempCh4
384,-7,1,2066248,1738692,2066229,1738745,2066229,1738745,2066230,1738757,19,-53,0,0,-1,-12,0,0,-2066230,-1738728,6,2066229,1738745,-70000,10000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,1,2,2066229,2166248,1738745,1838740,0,0,0,0,0,0
411,-7,2,2066248,1838692,2066231,1838740,2066231,1838740,2066232,1838752,17,-48,0,0,-1,-12,0,0,-2066232,-1838723,6,2066231,1838740,-70000,20000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,2,3,2066231,2166248,1838740,1938749,0,0,0,0,0,0
438,-7,3,2066248,1938692,2066235,1938749,2066235,1938749,2066234,1938759,13,-57,0,0,1,-10,0,0,-2066236,-1938731,6,2066235,1938749,-70000,30000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,3,4,2066235,2166248,1938749,2038739,0,0,0,0,0,0
465,-7,4,2066248,2038692,2066241,2038739,2066241,2038739,2066241,2038747,7,-47,0,0,0,-8,0,0,-2066242,-2038722,6,2066241,2038739,-70000,40000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,4,5,2066241,2166257,2038739,2138750,0,0,0,0,0,0
492,-7,5,2066248,2138692,2066247,2138750,2066247,2138750,2066244,2138760,1,-58,0,0,3,-10,0,0,-2066248,-2138733,6,2066247,2138750,-70000,50000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,5,6,2066247,2166263,2138750,2238764,0,0,0,0,0,0
519,-7,6,2066248,2238692,2066250,2238764,2066250,2238764,2066249,2238767,-2,-72,0,0,1,-3,0,0,-2066251,-2238747,6,2066250,2238764,-70000,60000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,6,7,2066250,2166265,2238764,2338774,0,0,0,0,0,0
546,-7,7,2066248,2338692,2066252,2338774,2066252,2338774,2066252,2338782,-4,-82,0,0,0,-8,0,0,-2066253,-2338756,6,2066252,2338774,-70000,70000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,7,8,2066252,2166273,2338774,2438776,0,0,0,0,0,0
573,-7,8,2066248,2438692,2066250,2438776,2066250,2438776,2066253,2438784,-2,-84,0,0,-3,-8,0,0,-2066251,-2438759,6,2066250,2438776,-70000,80000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,8,9,2066250,2166272,2438776,2538778,0,0,0,0,0,0
600,-7,9,2066248,2538692,2066257,2538778,2066257,2538778,2066257,2538791,-9,-86,0,0,0,-13,0,0,-2066259,-2538761,6,2066257,2538778,-70000,90000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,9,10,2066257,2166279,2538778,2638764,0,0,0,0,0,0
627,-7,10,2066248,2638692,2066255,2638764,2066255,2638764,2066259,2638783,-7,-72,0,0,-4,-19,0,0,-2066256,-2638747,6,2066255,2638764,-70000,100000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,10,11,2066255,2166271,2638764,2738766,0,0,0,0,0,0
654,-7,11,2066248,2738692,2066257,2738766,2066257,2738766,2066267,2738782,-9,-74,0,0,-10,-16,0,0,-2066258,-2738749,6,2066257,2738766,-70000,110000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,11,12,2066257,2166278,2738766,2838753,0,0,0,0,0,0
681,-7,12,2066248,2838692,2066259,2838753,2066259,2838753,2066261,2838770,-11,-61,0,0,-2,-17,0,0,-2066260,-2838736,6,2066259,2838753,-70000,120000,0,0,True,False,False,False,False,False,False,False,False,False,-7,-8,12,13,2066259,2166279,2838753,2938755,0,0,0,0,0,0
708,-7,13,2066248,2938692,2066267,2938766,2066267,2938766,2066267,2938772,-19,-74,0,11,0,-6,0,0,-2066268,-2938748,5,2066267,2938766,-70000,130000,0,0,True,False,False,False,False,False,False,False,True,False,-7,-8,13,14,0,0,0,0,0,0,0,0,0,0
7,-6,-13,1966248,338692,1966346,338760,1966346,338760,1966346,338761,-98,-68,0,7,0,-1,0,0,-1966347,-338743,4,1966346,338760,-60000,-130000,0,0,True,True,False,False,False,False,False,False,False,True,-6,-7,-13,-14,0,0,0,0,0,0,0,0,0,0
34,-6,-12,1966248,438692,1966337,438758,1966337,438758,1966334,438766,-89,-66,0,0,3,-8,0,0,-1966338,-438741,6,1966337,438758,-60000,-120000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-12,-13,1966337,2066336,438758,338753,0,0,0,0,0,0
61,-6,-11,1966248,538692,1966322,538773,1966322,538773,1966322,538776,-74,-81,0,0,0,-3,0,0,-1966323,-538756,6,1966322,538773,-60000,-110000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-11,-12,1966322,2066322,538773,438758,0,0,0,0,0,0
88,-6,-10,1966248,638692,1966319,638769,1966319,638769,1966318,638781,-71,-77,0,0,1,-12,0,0,-1966320,-638752,6,1966319,638769,-60000,-100000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-10,-11,1966319,2066318,638769,538773,0,0,0,0,0,0
115,-6,-9,1966248,738692,1966303,738768,1966303,738768,1966301,738779,-55,-76,0,0,2,-11,0,0,-1966304,-738751,6,1966303,738768,-60000,-90000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-9,-10,1966303,2066301,738768,638769,0,0,0,0,0,0
142,-6,-8,1966248,838692,1966293,838755,1966293,838755,1966298,838769,-45,-63,0,0,-5,-14,0,0,-1966294,-838737,6,1966293,838755,-60000,-80000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-8,-9,1966293,2066296,838755,738768,0,0,0,0,0,0
169,-6,-7,1966248,938692,1966282,938759,1966282,938759,1966287,938777,-34,-67,0,0,-5,-18,0,0,-1966283,-938742,6,1966282,938759,-60000,-70000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-7,-8,1966282,2066281,938759,838755,0,0,0,0,0,0
196,-6,-6,1966248,1038692,1966278,1038760,1966278,1038760,1966279,1038777,-30,-68,0,0,-1,-17,0,0,-1966279,-1038743,6,1966278,1038760,-60000,-60000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-6,-7,1966278,2066276,1038760,938759,0,0,0,0,0,0
223,-6,-5,1966248,1138692,1966269,1138766,1966269,1138766,1966270,1138778,-21,-74,0,0,-1,-12,0,0,-1966270,-1138748,6,1966269,1138766,-60000,-50000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-5,-6,1966269,2066268,1138766,1038760,0,0,0,0,0,0
250,-6,-4,1966248,1238692,1966260,1238754,1966260,1238754,1966262,1238769,-12,-62,0,0,-2,-15,0,0,-1966261,-1238736,6,1966260,1238754,-60000,-40000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-4,-5,1966260,2066261,1238754,1138766,0,0,0,0,0,0
277,-6,-3,1966248,1338692,1966253,1338749,1966253,1338749,1966255,1338760,-5,-57,0,0,-2,-11,0,0,-1966254,-1338732,6,1966253,1338749,-60000,-30000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-3,-4,1966253,2066251,1338749,1238754,0,0,0,0,0,0
304,-6,-2,1966248,1438692,1966245,1438730,1966245,1438730,1966245,1438743,3,-38,0,0,0,-13,0,0,-1966247,-1438713,6,1966245,1438730,-60000,-20000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-2,-3,1966245,2066247,1438730,1338749,0,0,0,0,0,0
331,-6,-1,1966248,1538692,1966239,1538726,1966239,1538726,1966239,1538738,9,-34,0,0,0,-12,0,0,-1966240,-1538709,6,1966239,1538726,-60000,-10000,0,0,True,True,False,False,False,False,False,False,False,False,-6,-7,-1,-2,1966239,2066241,1538726,1438730,0,0,0,0,0,0
358,-6,0,1966248,1638692,1966232,1638722,1966232,1638722,1966237,1638742,16,-30,0,0,-5,-20,0,0,-1966233,-1638705,6,1966232,1638722,-60000,0,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,0,1,1966232,2066230,1638722,1738727,0,0,0,0,0,0
385,-6,1,1966248,1738692,1966225,1738727,1966225,1738727,1966234,1738751,23,-35,0,0,-9,-24,0,0,-1966226,-1738710,6,1966225,1738727,-60000,10000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,1,2,1966225,2066229,1738727,1838727,0,0,0,0,0,0
412,-6,2,1966248,1838692,1966227,1838727,1966227,1838727,1966232,1838751,21,-35,0,0,-5,-24,0,0,-1966228,-1838710,6,1966227,1838727,-60000,20000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,2,3,1966227,2066231,1838727,1938732,0,0,0,0,0,0
439,-6,3,1966248,1938692,1966228,1938732,1966228,1938732,1966235,1938754,20,-40,0,0,-7,-22,0,0,-1966229,-1938716,6,1966228,1938732,-60000,30000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,3,4,1966228,2066235,1938732,2038729,0,0,0,0,0,0
466,-6,4,1966248,2038692,1966238,2038729,1966238,2038729,1966238,2038746,10,-37,0,0,0,-17,0,0,-1966239,-2038712,6,1966238,2038729,-60000,40000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,4,5,1966238,2066241,2038729,2138741,0,0,0,0,0,0
493,-6,5,1966248,2138692,1966241,2138741,1966241,2138741,1966243,2138755,7,-49,0,0,-2,-14,0,0,-1966242,-2138724,6,1966241,2138741,-60000,50000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,5,6,1966241,2066247,2138741,2238750,0,0,0,0,0,0
520,-6,6,1966248,2238692,1966247,2238750,1966247,2238750,1966246,2238761,1,-58,0,0,1,-11,0,0,-1966248,-2238733,6,1966247,2238750,-60000,60000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,6,7,1966247,2066250,2238750,2338763,0,0,0,0,0,0
547,-6,7,1966248,2338692,1966250,2338763,1966250,2338763,1966251,2338776,-2,-71,0,0,-1,-13,0,0,-1966251,-2338746,6,1966250,2338763,-60000,70000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,7,8,1966250,2066252,2338763,2438763,0,0,0,0,0,0
574,-6,8,1966248,2438692,1966248,2438763,1966248,2438763,1966254,2438781,0,-71,0,0,-6,-18,0,0,-1966249,-2438746,6,1966248,2438763,-60000,80000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,8,9,1966248,2066250,2438763,2538767,0,0,0,0,0,0
601,-6,9,1966248,2538692,1966256,2538767,1966256,2538767,1966260,2538787,-8,-75,0,0,-4,-20,0,0,-1966256,-2538750,6,1966256,2538767,-60000,90000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,9,10,1966256,2066257,2538767,2638758,0,0,0,0,0,0
628,-6,10,1966248,2638692,1966256,2638758,1966256,2638758,1966262,2638779,-8,-66,0,0,-6,-21,0,0,-1966257,-2638742,6,1966256,2638758,-60000,100000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,10,11,1966256,2066255,2638758,2738753,0,0,0,0,0,0
655,-6,11,1966248,2738692,1966257,2738753,1966257,2738753,1966264,2738775,-9,-61,0,0,-7,-22,0,0,-1966259,-2738736,6,1966257,2738753,-60000,110000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,11,12,1966257,2066257,2738753,2838751,0,0,0,0,0,0
682,-6,12,1966248,2838692,1966260,2838751,1966260,2838751,1966264,2838769,-12,-59,0,0,-4,-18,0,0,-1966261,-2838734,6,1966260,2838751,-60000,120000,0,0,True,False,False,False,False,False,False,False,False,False,-6,-7,12,13,1966260,2066259,2838751,2938750,0,0,0,0,0,0
709,-6,13,1966248,2938692,1966265,2938752,1966265,2938752,1966269,2938768,-17,-60,0,2,-4,-16,0,0,-1966266,-2938734,5,1966265,2938752,-60000,130000,0,0,True,False,False,False,False,False,False,False,True,False,-6,-7,13,14,0,0,0,0,0,0,0,0,0,0
8,-5,-13,1866248,338692,1866360,338748,1866360,338748,1866359,338755,-112,-56,0,5,1,-7,0,0,-1866361,-338731,4,1866360,338748,-50000,-130000,0,0,True,True,False,False,False,False,False,False,False,True,-5,-6,-13,-14,0,0,0,0,0,0,0,0,0,0
35,-5,-12,1866248,438692,1866343,438750,1866343,438750,1866342,438760,-95,-58,0,0,1,-10,0,0,-1866344,-438733,6,1866343,438750,-50000,-120000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-12,-13,1866343,1966337,438750,338743,0,0,0,0,0,0
62,-5,-11,1866248,538692,1866335,538763,1866335,538763,1866335,538773,-87,-71,0,0,0,-10,0,0,-1866336,-538746,6,1866335,538763,-50000,-110000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-11,-12,1866335,1966322,538763,438750,0,0,0,0,0,0
89,-5,-10,1866248,638692,1866328,638767,1866328,638767,1866326,638771,-80,-75,0,0,2,-4,0,0,-1866329,-638749,6,1866328,638767,-50000,-100000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-10,-11,1866328,1966319,638767,538763,0,0,0,0,0,0
116,-5,-9,1866248,738692,1866314,738762,1866314,738762,1866314,738774,-66,-70,0,0,0,-12,0,0,-1866315,-738745,6,1866314,738762,-50000,-90000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-9,-10,1866314,1966303,738762,638767,0,0,0,0,0,0
143,-5,-8,1866248,838692,1866304,838752,1866304,838752,1866303,838766,-56,-60,0,0,1,-14,0,0,-1866304,-838735,6,1866304,838752,-50000,-80000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-8,-9,1866304,1966293,838752,738762,0,0,0,0,0,0
170,-5,-7,1866248,938692,1866291,938753,1866291,938753,1866293,938768,-43,-61,0,0,-2,-15,0,0,-1866292,-938736,6,1866291,938753,-50000,-70000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-7,-8,1866291,1966282,938753,838752,0,0,0,0,0,0
197,-5,-6,1866248,1038692,1866286,1038762,1866286,1038762,1866286,1038772,-38,-70,0,0,0,-10,0,0,-1866286,-1038745,6,1866286,1038762,-50000,-60000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-6,-7,1866286,1966278,1038762,938753,0,0,0,0,0,0
224,-5,-5,1866248,1138692,1866275,1138762,1866275,1138762,1866279,1138771,-27,-70,0,0,-4,-9,0,0,-1866276,-1138745,6,1866275,1138762,-50000,-50000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-5,-6,1866275,1966269,1138762,1038762,0,0,0,0,0,0
251,-5,-4,1866248,1238692,1866272,1238752,1866272,1238752,1866271,1238762,-24,-60,0,0,1,-10,0,0,-1866273,-1238735,6,1866272,1238752,-50000,-40000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-4,-5,1866272,1966260,1238752,1138762,0,0,0,0,0,0
278,-5,-3,1866248,1338692,1866263,1338746,1866263,1338746,1866263,1338751,-15,-54,0,0,0,-5,0,0,-1866264,-1338729,6,1866263,1338746,-50000,-30000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-3,-4,1866263,1966253,1338746,1238752,0,0,0,0,0,0
305,-5,-2,1866248,1438692,1866256,1438727,1866256,1438727,1866255,1438737,-8,-35,0,0,1,-10,0,0,-1866257,-1438710,6,1866256,1438727,-50000,-20000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-2,-3,1866256,1966245,1438727,1338746,0,0,0,0,0,0
332,-5,-1,1866248,1538692,1866246,1538724,1866246,1538724,1866248,1538736,2,-32,0,0,-2,-12,0,0,-1866247,-1538707,6,1866246,1538724,-50000,-10000,0,0,True,True,False,False,False,False,False,False,False,False,-5,-6,-1,-2,1866246,1966239,1538724,1438727,0,0,0,0,0,0
359,-5,0,1866248,1638692,1866241,1638719,1866241,1638719,1866244,1638732,7,-27,0,0,-3,-13,0,0,-1866242,-1638702,6,1866241,1638719,-50000,0,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,0,1,1866241,1966232,1638719,1738727,0,0,0,0,0,0
386,-5,1,1866248,1738692,1866238,1738727,1866238,1738727,1866239,1738739,10,-35,0,0,-1,-12,0,0,-1866239,-1738710,6,1866238,1738727,-50000,10000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,1,2,1866238,1966225,1738727,1838726,0,0,0,0,0,0
413,-5,2,1866248,1838692,1866236,1838726,1866236,1838726,1866238,1838739,12,-34,0,0,-2,-13,0,0,-1866237,-1838709,6,1866236,1838726,-50000,20000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,2,3,1866236,1966227,1838726,1938728,0,0,0,0,0,0
440,-5,3,1866248,1938692,1866239,1938728,1866239,1938728,1866240,1938744,9,-36,0,0,-1,-16,0,0,-1866240,-1938711,6,1866239,1938728,-50000,30000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,3,4,1866239,1966228,1938728,2038727,0,0,0,0,0,0
467,-5,4,1866248,2038692,1866246,2038727,1866246,2038727,1866246,2038739,2,-35,0,0,0,-12,0,0,-1866247,-2038710,6,1866246,2038727,-50000,40000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,4,5,1866246,1966238,2038727,2138738,0,0,0,0,0,0
494,-5,5,1866248,2138692,1866251,2138738,1866251,2138738,1866251,2138748,-3,-46,0,0,0,-10,0,0,-1866252,-2138721,6,1866251,2138738,-50000,50000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,5,6,1866251,1966241,2138738,2238747,0,0,0,0,0,0
521,-5,6,1866248,2238692,1866258,2238747,1866258,2238747,1866254,2238759,-10,-55,0,0,4,-12,0,0,-1866259,-2238730,6,1866258,2238747,-50000,60000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,6,7,1866258,1966247,2238747,2338762,0,0,0,0,0,0
548,-5,7,1866248,2338692,1866261,2338762,1866261,2338762,1866259,2338771,-13,-70,0,0,2,-9,0,0,-1866263,-2338745,6,1866261,2338762,-50000,70000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,7,8,1866261,1966250,2338762,2438762,0,0,0,0,0,0
575,-5,8,1866248,2438692,1866262,2438762,1866262,2438762,1866262,2438775,-14,-70,0,0,0,-13,0,0,-1866263,-2438745,6,1866262,2438762,-50000,80000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,8,9,1866262,1966248,2438762,2538765,0,0,0,0,0,0
602,-5,9,1866248,2538692,1866268,2538765,1866268,2538765,1866268,2538779,-20,-73,0,0,0,-14,0,0,-1866269,-2538748,6,1866268,2538765,-50000,90000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,9,10,1866268,1966256,2538765,2638756,0,0,0,0,0,0
629,-5,10,1866248,2638692,1866269,2638756,1866269,2638756,1866269,2638774,-21,-64,0,0,0,-18,0,0,-1866270,-2638738,6,1866269,2638756,-50000,100000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,10,11,1866269,1966256,2638756,2738752,0,0,0,0,0,0
656,-5,11,1866248,2738692,1866271,2738752,1866271,2738752,1866271,2738770,-23,-60,0,0,0,-18,0,0,-1866273,-2738735,6,1866271,2738752,-50000,110000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,11,12,1866271,1966257,2738752,2838749,0,0,0,0,0,0
683,-5,12,1866248,2838692,1866272,2838749,1866272,2838749,1866272,2838762,-24,-57,0,0,0,-13,0,0,-1866273,-2838732,6,1866272,2838749,-50000,120000,0,0,True,False,False,False,False,False,False,False,False,False,-5,-6,12,13,1866272,1966260,2838749,2938747,0,0,0,0,0,0
710,-5,13,1866248,2938692,1866276,2938748,1866276,2938748,1866276,2938761,-28,-56,0,1,0,-13,0,0,-1866277,-2938731,5,1866276,2938748,-50000,130000,0,0,True,False,False,False,False,False,False,False,True,False,-5,-6,13,14,0,0,0,0,0,0,0,0,0,0
9,-4,-13,1766248,338692,1766358,338735,1766358,338735,1766358,338735,-110,-43,0,7,0,0,0,0,-1766359,-338718,4,1766358,338735,-40000,-130000,0,0,True,True,False,False,False,False,False,False,False,True,-4,-5,-13,-14,0,0,0,0,0,0,0,0,0,0
36,-4,-12,1766248,438692,1766351,438740,1766351,438740,1766341,438740,-103,-48,0,0,10,0,0,0,-1766352,-438723,6,1766351,438740,-40000,-120000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-12,-13,1766351,1866343,438740,338728,0,0,0,0,0,0
63,-4,-11,1766248,538692,1766335,538751,1766335,538751,1766333,538751,-87,-59,0,0,2,0,0,0,-1766336,-538733,6,1766335,538751,-40000,-110000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-11,-12,1766335,1866335,538751,438740,0,0,0,0,0,0
90,-4,-10,1766248,638692,1766331,638747,1766331,638747,1766322,638755,-83,-55,0,0,9,-8,0,0,-1766332,-638730,6,1766331,638747,-40000,-100000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-10,-11,1766331,1866328,638747,538751,0,0,0,0,0,0
117,-4,-9,1766248,738692,1766316,738746,1766316,738746,1766315,738752,-68,-54,0,0,1,-6,0,0,-1766317,-738729,6,1766316,738746,-40000,-90000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-9,-10,1766316,1866314,738746,638747,0,0,0,0,0,0
144,-4,-8,1766248,838692,1766306,838739,1766306,838739,1766305,838749,-58,-47,0,0,1,-10,0,0,-1766307,-838721,6,1766306,838739,-40000,-80000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-8,-9,1766306,1866304,838739,738746,0,0,0,0,0,0
171,-4,-7,1766248,938692,1766294,938741,1766294,938741,1766294,938749,-46,-49,0,0,0,-8,0,0,-1766295,-938724,6,1766294,938741,-40000,-70000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-7,-8,1766294,1866291,938741,838739,0,0,0,0,0,0
198,-4,-6,1766248,1038692,1766292,1038745,1766292,1038745,1766290,1038755,-44,-53,0,0,2,-10,0,0,-1766293,-1038728,6,1766292,1038745,-40000,-60000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-6,-7,1766292,1866286,1038745,938741,0,0,0,0,0,0
225,-4,-5,1766248,1138692,1766282,1138744,1766282,1138744,1766280,1138754,-34,-52,0,0,2,-10,0,0,-1766283,-1138727,6,1766282,1138744,-40000,-50000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-5,-6,1766282,1866275,1138744,1038745,0,0,0,0,0,0
252,-4,-4,1766248,1238692,1766275,1238740,1766275,1238740,1766273,1238744,-27,-48,0,0,2,-4,0,0,-1766276,-1238723,6,1766275,1238740,-40000,-40000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-4,-5,1766275,1866272,1238740,1138744,0,0,0,0,0,0
279,-4,-3,1766248,1338692,1766267,1338729,1766267,1338729,1766267,1338732,-19,-37,0,0,0,-3,0,0,-1766268,-1338712,6,1766267,1338729,-40000,-30000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-3,-4,1766267,1866263,1338729,1238740,0,0,0,0,0,0
306,-4,-2,1766248,1438692,1766258,1438715,1766258,1438715,1766256,1438716,-10,-23,0,0,2,-1,0,0,-1766259,-1438697,6,1766258,1438715,-40000,-20000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-2,-3,1766258,1866256,1438715,1338729,0,0,0,0,0,0
333,-4,-1,1766248,1538692,1766253,1538706,1766253,1538706,1766253,1538715,-5,-14,0,0,0,-9,0,0,-1766254,-1538689,6,1766253,1538706,-40000,-10000,0,0,True,True,False,False,False,False,False,False,False,False,-4,-5,-1,-2,1766253,1866246,1538706,1438715,0,0,0,0,0,0
360,-4,0,1766248,1638692,1766248,1638703,1766248,1638703,1766249,1638714,0,-11,0,0,-1,-11,0,0,-1766248,-1638686,6,1766248,1638703,-40000,0,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,0,1,1766248,1866241,1638703,1738705,0,0,0,0,0,0
387,-4,1,1766248,1738692,1766243,1738705,1766243,1738705,1766247,1738722,5,-13,0,0,-4,-17,0,0,-1766244,-1738688,6,1766243,1738705,-40000,10000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,1,2,1766243,1866238,1738705,1838710,0,0,0,0,0,0
414,-4,2,1766248,1838692,1766244,1838710,1766244,1838710,1766243,1838727,4,-18,0,0,1,-17,0,0,-1766245,-1838693,6,1766244,1838710,-40000,20000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,2,3,1766244,1866236,1838710,1938713,0,0,0,0,0,0
441,-4,3,1766248,1938692,1766248,1938713,1766248,1938713,1766248,1938724,0,-21,0,0,0,-11,0,0,-1766248,-1938696,6,1766248,1938713,-40000,30000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,3,4,1766248,1866239,1938713,2038710,0,0,0,0,0,0
468,-4,4,1766248,2038692,1766250,2038710,1766250,2038710,1766251,2038720,-2,-18,0,0,-1,-10,0,0,-1766251,-2038693,6,1766250,2038710,-40000,40000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,4,5,1766250,1866246,2038710,2138717,0,0,0,0,0,0
495,-4,5,1766248,2138692,1766256,2138717,1766256,2138717,1766255,2138730,-8,-25,0,0,1,-13,0,0,-1766257,-2138700,6,1766256,2138717,-40000,50000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,5,6,1766256,1866251,2138717,2238729,0,0,0,0,0,0
522,-4,6,1766248,2238692,1766265,2238729,1766265,2238729,1766265,2238740,-17,-37,0,0,0,-11,0,0,-1766267,-2238712,6,1766265,2238729,-40000,60000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,6,7,1766265,1866258,2238729,2338742,0,0,0,0,0,0
549,-4,7,1766248,2338692,1766269,2338742,1766269,2338742,1766269,2338749,-21,-50,0,0,0,-7,0,0,-1766270,-2338725,6,1766269,2338742,-40000,70000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,7,8,1766269,1866261,2338742,2438742,0,0,0,0,0,0
576,-4,8,1766248,2438692,1766269,2438742,1766269,2438742,1766270,2438756,-21,-50,0,0,-1,-14,0,0,-1766270,-2438724,6,1766269,2438742,-40000,80000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,8,9,1766269,1866262,2438742,2538749,0,0,0,0,0,0
603,-4,9,1766248,2538692,1766272,2538749,1766272,2538749,1766278,2538761,-24,-57,0,0,-6,-12,0,0,-1766273,-2538733,6,1766272,2538749,-40000,90000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,9,10,1766272,1866268,2538749,2638739,0,0,0,0,0,0
630,-4,10,1766248,2638692,1766273,2638739,1766273,2638739,1766283,2638759,-25,-47,0,0,-10,-20,0,0,-1766274,-2638722,6,1766273,2638739,-40000,100000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,10,11,1766273,1866269,2638739,2738734,0,0,0,0,0,0
657,-4,11,1766248,2738692,1766280,2738734,1766280,2738734,1766280,2738750,-32,-42,0,0,0,-16,0,0,-1766281,-2738717,6,1766280,2738734,-40000,110000,0,0,True,False,False,False,False,False,False,False,False,False,-4,-5,11,12,1766280,1866271,2738734,2838728,0,0,0,0,0,0
