index,xindex,yindex,ComputedRawWantedStageX(pulse),ComputedRawWantedStageY(pulse),AdjByCalibDataWantedStageX(pulse),AdjByCalibDataWantedStageY(pulse),ResultReadBackStageX(pulse),ResultReadBackStageY(pulse),foundX(pulse),foundY(pulse),CompMinusAdjX(pulse),CompMinusAdjY(pulse),ResultMinusFoundX(pulse),ResultMinusFoundY(pulse),AdjMinusFoundX(pulse),AdjMinusFoundY(pulse),flagsX(pulse),flagsY(pulse),encoderX,encoderY,case,fx,fy,umx,umy,xrate,yrate,xminus,yminus,xi0po,xi0mo,xi1po,xi1mo,yi0po,yi0mo,yi1po,yi1mo,xi0,xi1,yi0,yi1,x00,x10,y00,y01,fromX,fromY,TempCh1,TempCh2,TempCh3,TempCh4
0,-13,-13,2666248,338692,2666248,338692,2666248,338692,2666511,338820,0,0,-260,-121,-263,-128,0,0,-2666249,-338675,1,2666248,338692,-130000,-130000,0,0,True,True,False,False,False,True,False,False,False,True,-13,-14,-13,-14,0,0,0,0,0,0,0,0,0,0
27,-13,-12,2666248,438692,2666501,438824,2666501,438824,2666496,438830,-253,-132,6,0,5,-6,0,0,-2666502,-438806,2,2666501,438824,-130000,-120000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-12,-13,0,0,0,0,0,0,0,0,0,0
54,-13,-11,2666248,538692,2666494,538835,2666494,538835,2666494,538838,-246,-143,1,0,0,-3,0,0,-2666495,-538818,2,2666494,538835,-130000,-110000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-11,-12,0,0,0,0,0,0,0,0,0,0
81,-13,-10,2666248,638692,2666487,638834,2666487,638834,2666487,638843,-239,-142,5,0,0,-9,0,0,-2666488,-638817,2,2666487,638834,-130000,-100000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-10,-11,0,0,0,0,0,0,0,0,0,0
108,-13,-9,2666248,738692,2666477,738823,2666477,738823,2666477,738835,-229,-131,5,0,0,-12,0,0,-2666478,-738806,2,2666477,738823,-130000,-90000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-9,-10,0,0,0,0,0,0,0,0,0,0
135,-13,-8,2666248,838692,2666468,838811,2666468,838811,2666470,838822,-220,-119,4,0,-2,-11,0,0,-2666469,-838795,2,2666468,838811,-130000,-80000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-8,-9,0,0,0,0,0,0,0,0,0,0
162,-13,-7,2666248,938692,2666458,938812,2666458,938812,2666459,938824,-210,-120,5,0,-1,-12,0,0,-2666459,-938795,2,2666458,938812,-130000,-70000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-7,-8,0,0,0,0,0,0,0,0,0,0
189,-13,-6,2666248,1038692,2666450,1038824,2666450,1038824,2666453,1038834,-202,-132,2,0,-3,-10,0,0,-2666451,-1038806,2,2666450,1038824,-130000,-60000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-6,-7,0,0,0,0,0,0,0,0,0,0
216,-13,-5,2666248,1138692,2666444,1138825,2666444,1138825,2666445,1138836,-196,-133,4,0,-1,-11,0,0,-2666445,-1138807,2,2666444,1138825,-130000,-50000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-5,-6,0,0,0,0,0,0,0,0,0,0
243,-13,-4,2666248,1238692,2666438,1238819,2666438,1238819,2666439,1238827,-190,-127,1,0,-1,-8,0,0,-2666439,-1238802,2,2666438,1238819,-130000,-40000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-4,-5,0,0,0,0,0,0,0,0,0,0
270,-13,-3,2666248,1338692,2666435,1338806,2666435,1338806,2666440,1338813,-187,-114,1,0,-5,-7,0,0,-2666436,-1338788,2,2666435,1338806,-130000,-30000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-3,-4,0,0,0,0,0,0,0,0,0,0
297,-13,-2,2666248,1438692,2666433,1438789,2666433,1438789,2666435,1438798,-185,-97,0,0,-2,-9,0,0,-2666434,-1438772,2,2666433,1438789,-130000,-20000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-2,-3,0,0,0,0,0,0,0,0,0,0
324,-13,-1,2666248,1538692,2666430,1538786,2666430,1538786,2666430,1538789,-182,-94,3,0,0,-3,0,0,-2666431,-1538769,2,2666430,1538786,-130000,-10000,0,0,True,True,False,False,False,True,False,False,False,False,-13,-14,-1,-2,0,0,0,0,0,0,0,0,0,0
351,-13,0,2666248,1638692,2666423,1638787,2666423,1638787,2666430,1638797,-175,-95,-2,0,-7,-10,0,0,-2666424,-1638770,2,2666423,1638787,-130000,0,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,0,1,0,0,0,0,0,0,0,0,0,0
378,-13,1,2666248,1738692,2666423,1738794,2666423,1738794,2666430,1738806,-175,-102,2,0,-7,-12,0,0,-2666424,-1738777,2,2666423,1738794,-130000,10000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,1,2,0,0,0,0,0,0,0,0,0,0
405,-13,2,2666248,1838692,2666428,1838797,2666428,1838797,2666434,1838810,-180,-105,2,0,-6,-13,0,0,-2666429,-1838780,2,2666428,1838797,-130000,20000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,2,3,0,0,0,0,0,0,0,0,0,0
432,-13,3,2666248,1938692,2666436,1938796,2666436,1938796,2666439,1938810,-188,-104,6,0,-3,-14,0,0,-2666437,-1938779,2,2666436,1938796,-130000,30000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,3,4,0,0,0,0,0,0,0,0,0,0
459,-13,4,2666248,2038692,2666447,2038792,2666447,2038792,2666447,2038803,-199,-100,5,0,0,-11,0,0,-2666448,-2038775,2,2666447,2038792,-130000,40000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,4,5,0,0,0,0,0,0,0,0,0,0
486,-13,5,2666248,2138692,2666457,2138799,2666457,2138799,2666455,2138806,-209,-107,5,0,2,-7,0,0,-2666459,-2138782,2,2666457,2138799,-130000,50000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,5,6,0,0,0,0,0,0,0,0,0,0
513,-13,6,2666248,2238692,2666462,2238815,2666462,2238815,2666462,2238823,-214,-123,0,0,0,-8,0,0,-2666463,-2238799,2,2666462,2238815,-130000,60000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,6,7,0,0,0,0,0,0,0,0,0,0
540,-13,7,2666248,2338692,2666462,2338827,2666462,2338827,2666465,2338834,-214,-135,0,0,-3,-7,0,0,-2666463,-2338809,2,2666462,2338827,-130000,70000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,7,8,0,0,0,0,0,0,0,0,0,0
567,-13,8,2666248,2438692,2666466,2438825,2666466,2438825,2666468,2438839,-218,-133,3,0,-2,-14,0,0,-2666467,-2438808,2,2666466,2438825,-130000,80000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,8,9,0,0,0,0,0,0,0,0,0,0
594,-13,9,2666248,2538692,2666470,2538826,2666470,2538826,2666479,2538840,-222,-134,0,0,-9,-14,0,0,-2666472,-2538809,2,2666470,2538826,-130000,90000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,9,10,0,0,0,0,0,0,0,0,0,0
621,-13,10,2666248,2638692,2666471,2638813,2666471,2638813,2666480,2638830,-223,-121,0,0,-9,-17,0,0,-2666472,-2638796,2,2666471,2638813,-130000,100000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,10,11,0,0,0,0,0,0,0,0,0,0
648,-13,11,2666248,2738692,2666478,2738807,2666478,2738807,2666484,2738830,-230,-115,6,0,-6,-23,0,0,-2666479,-2738790,2,2666478,2738807,-130000,110000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,11,12,0,0,0,0,0,0,0,0,0,0
675,-13,12,2666248,2838692,2666484,2838804,2666484,2838804,2666486,2838817,-236,-112,-1,0,-2,-13,0,0,-2666485,-2838787,2,2666484,2838804,-130000,120000,0,0,True,False,False,False,False,True,False,False,False,False,-13,-14,12,13,0,0,0,0,0,0,0,0,0,0
702,-13,13,2666248,2938692,2666248,2938692,2666248,2938692,2666498,2938819,0,0,-236,-110,-250,-127,0,0,-2666248,-2938675,1,2666248,2938692,-130000,130000,0,0,True,False,False,False,False,True,False,False,True,False,-13,-14,13,14,0,0,0,0,0,0,0,0,0,0
1,-12,-13,2566248,338692,2566498,338815,2566498,338815,2566494,338819,-250,-123,0,-2,4,-4,0,0,-2566499,-338798,4,2566498,338815,-120000,-130000,0,0,True,True,False,False,False,False,False,False,False,True,-12,-13,-13,-14,0,0,0,0,0,0,0,0,0,0
28,-12,-12,2566248,438692,2566487,438823,2566487,438823,2566478,438823,-239,-131,0,0,9,0,0,0,-2566488,-438806,6,2566487,438823,-120000,-120000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-12,-13,2566487,2666495,438823,338817,0,0,0,0,0,0
55,-12,-11,2566248,538692,2566482,538836,2566482,538836,2566475,538834,-234,-144,0,0,7,2,0,0,-2566483,-538819,6,2566482,538836,-120000,-110000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-11,-12,2566482,2666493,538836,438823,0,0,0,0,0,0
82,-12,-10,2566248,638692,2566474,638831,2566474,638831,2566473,638833,-226,-139,0,0,1,-2,0,0,-2566475,-638814,6,2566474,638831,-120000,-100000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-10,-11,2566474,2666482,638831,538836,0,0,0,0,0,0
109,-12,-9,2566248,738692,2566459,738827,2566459,738827,2566459,738829,-211,-135,0,0,0,-2,0,0,-2566460,-738810,6,2566459,738827,-120000,-90000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-9,-10,2566459,2666472,738827,638831,0,0,0,0,0,0
136,-12,-8,2566248,838692,2566454,838810,2566454,838810,2566452,838819,-206,-118,0,0,2,-9,0,0,-2566455,-838793,6,2566454,838810,-120000,-80000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-8,-9,2566454,2666464,838810,738827,0,0,0,0,0,0
163,-12,-7,2566248,938692,2566443,938813,2566443,938813,2566440,938822,-195,-121,0,0,3,-9,0,0,-2566444,-938796,6,2566443,938813,-120000,-70000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-7,-8,2566443,2666453,938813,838810,0,0,0,0,0,0
190,-12,-6,2566248,1038692,2566436,1038819,2566436,1038819,2566434,1038827,-188,-127,0,0,2,-8,0,0,-2566437,-1038802,6,2566436,1038819,-120000,-60000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-6,-7,2566436,2666448,1038819,938813,0,0,0,0,0,0
217,-12,-5,2566248,1138692,2566430,1138821,2566430,1138821,2566428,1138831,-182,-129,0,0,2,-10,0,0,-2566431,-1138804,6,2566430,1138821,-120000,-50000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-5,-6,2566430,2666440,1138821,1038819,0,0,0,0,0,0
244,-12,-4,2566248,1238692,2566424,1238814,2566424,1238814,2566420,1238817,-176,-122,0,0,4,-3,0,0,-2566425,-1238797,6,2566424,1238814,-120000,-40000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-4,-5,2566424,2666437,1238814,1138821,0,0,0,0,0,0
271,-12,-3,2566248,1338692,2566419,1338803,2566419,1338803,2566419,1338811,-171,-111,0,0,0,-8,0,0,-2566420,-1338785,6,2566419,1338803,-120000,-30000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-3,-4,2566419,2666434,1338803,1238814,0,0,0,0,0,0
298,-12,-2,2566248,1438692,2566413,1438785,2566413,1438785,2566413,1438790,-165,-93,0,0,0,-5,0,0,-2566414,-1438768,6,2566413,1438785,-120000,-20000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-2,-3,2566413,2666433,1438785,1338803,0,0,0,0,0,0
325,-12,-1,2566248,1538692,2566410,1538776,2566410,1538776,2566406,1538786,-162,-84,0,0,4,-10,0,0,-2566411,-1538759,6,2566410,1538776,-120000,-10000,0,0,True,True,False,False,False,False,False,False,False,False,-12,-13,-1,-2,2566410,2666427,1538776,1438785,0,0,0,0,0,0
352,-12,0,2566248,1638692,2566404,1638776,2566404,1638776,2566405,1638790,-156,-84,0,0,-1,-14,0,0,-2566404,-1638759,6,2566404,1638776,-120000,0,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,0,1,2566404,2666425,1638776,1738784,0,0,0,0,0,0
379,-12,1,2566248,1738692,2566402,1738784,2566402,1738784,2566404,1738800,-154,-92,0,0,-2,-16,0,0,-2566403,-1738767,6,2566402,1738784,-120000,10000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,1,2,2566402,2666421,1738784,1838784,0,0,0,0,0,0
406,-12,2,2566248,1838692,2566403,1838784,2566403,1838784,2566404,1838803,-155,-92,0,0,-1,-19,0,0,-2566404,-1838767,6,2566403,1838784,-120000,20000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,2,3,2566403,2666426,1838784,1938788,0,0,0,0,0,0
433,-12,3,2566248,1938692,2566412,1938788,2566412,1938788,2566414,1938806,-164,-96,0,0,-2,-18,0,0,-2566413,-1938771,6,2566412,1938788,-120000,30000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,3,4,2566412,2666430,1938788,2038776,0,0,0,0,0,0
460,-12,4,2566248,2038692,2566423,2038776,2566423,2038776,2566423,2038796,-175,-84,0,0,0,-20,0,0,-2566424,-2038758,6,2566423,2038776,-120000,40000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,4,5,2566423,2666442,2038776,2138793,0,0,0,0,0,0
487,-12,5,2566248,2138692,2566425,2138793,2566425,2138793,2566429,2138803,-177,-101,0,0,-4,-10,0,0,-2566425,-2138777,6,2566425,2138793,-120000,50000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,5,6,2566425,2666452,2138793,2238802,0,0,0,0,0,0
514,-12,6,2566248,2238692,2566439,2238802,2566439,2238802,2566434,2238814,-191,-110,0,0,5,-12,0,0,-2566440,-2238784,6,2566439,2238802,-120000,60000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,6,7,2566439,2666462,2238802,2338817,0,0,0,0,0,0
541,-12,7,2566248,2338692,2566440,2338817,2566440,2338817,2566440,2338828,-192,-125,0,0,0,-11,0,0,-2566441,-2338800,6,2566440,2338817,-120000,70000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,7,8,2566440,2666462,2338817,2438816,0,0,0,0,0,0
568,-12,8,2566248,2438692,2566440,2438816,2566440,2438816,2566442,2438835,-192,-124,0,0,-2,-19,0,0,-2566441,-2438799,6,2566440,2438816,-120000,80000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,8,9,2566440,2666463,2438816,2538820,0,0,0,0,0,0
595,-12,9,2566248,2538692,2566448,2538820,2566448,2538820,2566448,2538834,-200,-128,0,0,0,-14,0,0,-2566449,-2538803,6,2566448,2538820,-120000,90000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,9,10,2566448,2666470,2538820,2638801,0,0,0,0,0,0
622,-12,10,2566248,2638692,2566451,2638801,2566451,2638801,2566451,2638827,-203,-109,0,0,0,-26,0,0,-2566452,-2638784,6,2566451,2638801,-120000,100000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,10,11,2566451,2666471,2638801,2738801,0,0,0,0,0,0
649,-12,11,2566248,2738692,2566451,2738801,2566451,2738801,2566456,2738823,-203,-109,0,0,-5,-22,0,0,-2566452,-2738784,6,2566451,2738801,-120000,110000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,11,12,2566451,2666472,2738801,2838800,0,0,0,0,0,0
676,-12,12,2566248,2838692,2566457,2838800,2566457,2838800,2566457,2838814,-209,-108,0,0,0,-14,0,0,-2566458,-2838783,6,2566457,2838800,-120000,120000,0,0,True,False,False,False,False,False,False,False,False,False,-12,-13,12,13,2566457,2666485,2838800,2938802,0,0,0,0,0,0
703,-12,13,2566248,2938692,2566461,2938802,2566461,2938802,2566462,2938817,-213,-110,0,0,-1,-15,0,0,-2566462,-2938785,5,2566461,2938802,-120000,130000,0,0,True,False,False,False,False,False,False,False,True,False,-12,-13,13,14,0,0,0,0,0,0,0,0,0,0
2,-11,-13,2466248,338692,2466472,338814,2466472,338814,2466471,338822,-224,-122,0,2,1,-8,0,0,-2466473,-338796,4,2466472,338814,-110000,-130000,0,0,True,True,False,False,False,False,False,False,False,True,-11,-12,-13,-14,0,0,0,0,0,0,0,0,0,0
29,-11,-12,2466248,438692,2466461,438819,2466461,438819,2466453,438819,-213,-127,0,0,8,0,0,0,-2466462,-438802,6,2466461,438819,-110000,-120000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-12,-13,2466461,2566487,438819,338812,0,0,0,0,0,0
56,-11,-11,2466248,538692,2466456,538831,2466456,538831,2466452,538837,-208,-139,0,0,4,-6,0,0,-2466457,-538813,6,2466456,538831,-110000,-110000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-11,-12,2466456,2566482,538831,438819,0,0,0,0,0,0
83,-11,-10,2466248,638692,2466445,638826,2466445,638826,2466442,638833,-197,-134,0,0,3,-7,0,0,-2466446,-638809,6,2466445,638826,-110000,-100000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-10,-11,2466445,2566474,638826,538831,0,0,0,0,0,0
110,-11,-9,2466248,738692,2466433,738821,2466433,738821,2466432,738830,-185,-129,0,0,1,-9,0,0,-2466433,-738804,6,2466433,738821,-110000,-90000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-9,-10,2466433,2566459,738821,638826,0,0,0,0,0,0
137,-11,-8,2466248,838692,2466422,838810,2466422,838810,2466422,838819,-174,-118,0,0,0,-9,0,0,-2466423,-838793,6,2466422,838810,-110000,-80000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-8,-9,2466422,2566454,838810,738821,0,0,0,0,0,0
164,-11,-7,2466248,938692,2466412,938812,2466412,938812,2466415,938822,-164,-120,0,0,-3,-10,0,0,-2466413,-938795,6,2466412,938812,-110000,-70000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-7,-8,2466412,2566443,938812,838810,0,0,0,0,0,0
191,-11,-6,2466248,1038692,2466404,1038820,2466404,1038820,2466404,1038830,-156,-128,0,0,0,-10,0,0,-2466405,-1038803,6,2466404,1038820,-110000,-60000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-6,-7,2466404,2566436,1038820,938812,0,0,0,0,0,0
218,-11,-5,2466248,1138692,2466399,1138823,2466399,1138823,2466400,1138832,-151,-131,0,0,-1,-9,0,0,-2466400,-1138806,6,2466399,1138823,-110000,-50000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-5,-6,2466399,2566430,1138823,1038820,0,0,0,0,0,0
245,-11,-4,2466248,1238692,2466391,1238811,2466391,1238811,2466388,1238818,-143,-119,0,0,3,-7,0,0,-2466392,-1238794,6,2466391,1238811,-110000,-40000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-4,-5,2466391,2566424,1238811,1138823,0,0,0,0,0,0
272,-11,-3,2466248,1338692,2466382,1338802,2466382,1338802,2466387,1338812,-134,-110,0,0,-5,-10,0,0,-2466383,-1338785,6,2466382,1338802,-110000,-30000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-3,-4,2466382,2566419,1338802,1238811,0,0,0,0,0,0
299,-11,-2,2466248,1438692,2466379,1438786,2466379,1438786,2466379,1438791,-131,-94,0,0,0,-5,0,0,-2466380,-1438769,6,2466379,1438786,-110000,-20000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-2,-3,2466379,2566413,1438786,1338802,0,0,0,0,0,0
326,-11,-1,2466248,1538692,2466375,1538783,2466375,1538783,2466375,1538788,-127,-91,0,0,0,-5,0,0,-2466376,-1538766,6,2466375,1538783,-110000,-10000,0,0,True,True,False,False,False,False,False,False,False,False,-11,-12,-1,-2,2466375,2566410,1538783,1438786,0,0,0,0,0,0
353,-11,0,2466248,1638692,2466366,1638774,2466366,1638774,2466368,1638788,-118,-82,0,0,-2,-14,0,0,-2466367,-1638757,6,2466366,1638774,-110000,0,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,0,1,2466366,2566404,1638774,1738786,0,0,0,0,0,0
380,-11,1,2466248,1738692,2466366,1738786,2466366,1738786,2466373,1738800,-118,-94,0,0,-7,-14,0,0,-2466367,-1738769,6,2466366,1738786,-110000,10000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,1,2,2466366,2566402,1738786,1838783,0,0,0,0,0,0
407,-11,2,2466248,1838692,2466369,1838783,2466369,1838783,2466372,1838796,-121,-91,0,0,-3,-13,0,0,-2466370,-1838766,6,2466369,1838783,-110000,20000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,2,3,2466369,2566403,1838783,1938791,0,0,0,0,0,0
434,-11,3,2466248,1938692,2466378,1938791,2466378,1938791,2466378,1938803,-130,-99,0,0,0,-12,0,0,-2466379,-1938774,6,2466378,1938791,-110000,30000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,3,4,2466378,2566412,1938791,2038781,0,0,0,0,0,0
461,-11,4,2466248,2038692,2466382,2038781,2466382,2038781,2466381,2038792,-134,-89,0,0,1,-11,0,0,-2466383,-2038764,6,2466382,2038781,-110000,40000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,4,5,2466382,2566423,2038781,2138796,0,0,0,0,0,0
488,-11,5,2466248,2138692,2466387,2138796,2466387,2138796,2466389,2138808,-139,-104,0,0,-2,-12,0,0,-2466388,-2138778,6,2466387,2138796,-110000,50000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,5,6,2466387,2566425,2138796,2238807,0,0,0,0,0,0
515,-11,6,2466248,2238692,2466399,2238807,2466399,2238807,2466396,2238814,-151,-115,0,0,3,-7,0,0,-2466400,-2238790,6,2466399,2238807,-110000,60000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,6,7,2466399,2566439,2238807,2338821,0,0,0,0,0,0
542,-11,7,2466248,2338692,2466401,2338821,2466401,2338821,2466403,2338831,-153,-129,0,0,-2,-10,0,0,-2466402,-2338804,6,2466401,2338821,-110000,70000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,7,8,2466401,2566440,2338821,2438817,0,0,0,0,0,0
569,-11,8,2466248,2438692,2466398,2438817,2466398,2438817,2466400,2438829,-150,-125,0,0,-2,-12,0,0,-2466399,-2438800,6,2466398,2438817,-110000,80000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,8,9,2466398,2566440,2438817,2538822,0,0,0,0,0,0
596,-11,9,2466248,2538692,2466408,2538822,2466408,2538822,2466409,2538834,-160,-130,0,0,-1,-12,0,0,-2466408,-2538805,6,2466408,2538822,-110000,90000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,9,10,2466408,2566448,2538822,2638805,0,0,0,0,0,0
623,-11,10,2466248,2638692,2466407,2638805,2466407,2638805,2466410,2638826,-159,-113,0,0,-3,-21,0,0,-2466408,-2638788,6,2466407,2638805,-110000,100000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,10,11,2466407,2566451,2638805,2738804,0,0,0,0,0,0
650,-11,11,2466248,2738692,2466406,2738804,2466406,2738804,2466415,2738828,-158,-112,0,0,-9,-24,0,0,-2466407,-2738787,6,2466406,2738804,-110000,110000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,11,12,2466406,2566451,2738804,2838800,0,0,0,0,0,0
677,-11,12,2466248,2838692,2466413,2838800,2466413,2838800,2466412,2838814,-165,-108,0,0,1,-14,0,0,-2466414,-2838783,6,2466413,2838800,-110000,120000,0,0,True,False,False,False,False,False,False,False,False,False,-11,-12,12,13,2466413,2566457,2838800,2938802,0,0,0,0,0,0
704,-11,13,2466248,2938692,2466418,2938802,2466418,2938802,2466421,2938817,-170,-110,0,0,-3,-15,0,0,-2466420,-2938785,5,2466418,2938802,-110000,130000,0,0,True,False,False,False,False,False,False,False,True,False,-11,-12,13,14,0,0,0,0,0,0,0,0,0,0
3,-10,-13,2366248,338692,2366434,338805,2366434,338805,2366433,338806,-186,-113,0,6,1,-1,0,0,-2366435,-338788,4,2366434,338805,-100000,-130000,0,0,True,True,False,False,False,False,False,False,False,True,-10,-11,-13,-14,0,0,0,0,0,0,0,0,0,0
30,-10,-12,2366248,438692,2366420,438802,2366420,438802,2366417,438806,-172,-110,0,0,3,-4,0,0,-2366421,-438785,6,2366420,438802,-100000,-120000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-12,-13,2366420,2466461,438802,338799,0,0,0,0,0,0
57,-10,-11,2366248,538692,2366413,538820,2366413,538820,2366412,538821,-165,-128,0,0,1,-1,0,0,-2366414,-538802,6,2366413,538820,-100000,-110000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-11,-12,2366413,2466456,538820,438802,0,0,0,0,0,0
84,-10,-10,2366248,638692,2366404,638811,2366404,638811,2366400,638823,-156,-119,0,0,4,-12,0,0,-2366405,-638794,6,2366404,638811,-100000,-100000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-10,-11,2366404,2466445,638811,538820,0,0,0,0,0,0
111,-10,-9,2366248,738692,2366393,738813,2366393,738813,2366393,738821,-145,-121,0,0,0,-8,0,0,-2366394,-738796,6,2366393,738813,-100000,-90000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-9,-10,2366393,2466433,738813,638811,0,0,0,0,0,0
138,-10,-8,2366248,838692,2366383,838793,2366383,838793,2366384,838803,-135,-101,0,0,-1,-10,0,0,-2366384,-838776,6,2366383,838793,-100000,-80000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-8,-9,2366383,2466422,838793,738813,0,0,0,0,0,0
165,-10,-7,2366248,938692,2366373,938799,2366373,938799,2366373,938812,-125,-107,0,0,0,-13,0,0,-2366374,-938782,6,2366373,938799,-100000,-70000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-7,-8,2366373,2466412,938799,838793,0,0,0,0,0,0
192,-10,-6,2366248,1038692,2366366,1038808,2366366,1038808,2366366,1038815,-118,-116,0,0,0,-7,0,0,-2366367,-1038791,6,2366366,1038808,-100000,-60000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-6,-7,2366366,2466404,1038808,938799,0,0,0,0,0,0
219,-10,-5,2366248,1138692,2366361,1138811,2366361,1138811,2366361,1138819,-113,-119,0,0,0,-8,0,0,-2366362,-1138794,6,2366361,1138811,-100000,-50000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-5,-6,2366361,2466399,1138811,1038808,0,0,0,0,0,0
246,-10,-4,2366248,1238692,2366352,1238798,2366352,1238798,2366352,1238804,-104,-106,0,0,0,-6,0,0,-2366353,-1238781,6,2366352,1238798,-100000,-40000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-4,-5,2366352,2466391,1238798,1138811,0,0,0,0,0,0
273,-10,-3,2366248,1338692,2366344,1338792,2366344,1338792,2366346,1338794,-96,-100,0,0,-2,-2,0,0,-2366345,-1338775,6,2366344,1338792,-100000,-30000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-3,-4,2366344,2466382,1338792,1238798,0,0,0,0,0,0
300,-10,-2,2366248,1438692,2366338,1438771,2366338,1438771,2366338,1438776,-90,-79,0,0,0,-5,0,0,-2366339,-1438754,6,2366338,1438771,-100000,-20000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-2,-3,2366338,2466379,1438771,1338792,0,0,0,0,0,0
327,-10,-1,2366248,1538692,2366334,1538769,2366334,1538769,2366334,1538774,-86,-77,0,0,0,-5,0,0,-2366335,-1538752,6,2366334,1538769,-100000,-10000,0,0,True,True,False,False,False,False,False,False,False,False,-10,-11,-1,-2,2366334,2466375,1538769,1438771,0,0,0,0,0,0
